1,PROMOD_SUNLIGHT
2,PROMOD_TEXTURE
3,PROMOD_FILMTWEAK
4,PROMOD_FOVSCALE
5,PROMOD_NORMALMAP
6,PROMOD_GFXBLUR
7,PROMOD_FIRSTTIME
